name=GeneralizedHyperLogLog;numRegisters=4096;q=254;base=1.19999999999999996e+00;a=2.44140625000000000e-04;registerStateType=registers with lower bound;numExamples=1000;
trueDifference1;trueDifference2;trueIntersection;true1;true2;trueUnion;trueJaccard;trueCosine;trueInclusionCoefficient1;trueInclusionCoefficient2;trueAlpha;trueBeta;newMeanDifference1;newMeanDifference2;newMeanIntersection;newMean1;newMean2;newMeanUnion;newMeanJaccard;newMeanCosine;newMeanInclusionCoefficient1;newMeanInclusionCoefficient2;newMeanAlpha;newMeanBeta;newMSEDifference1;newMSEDifference2;newMSEIntersection;newMSE1;newMSE2;newMSEUnion;newMSEJaccard;newMSECosine;newMSEInclusionCoefficient1;newMSEInclusionCoefficient2;newMSEAlpha;newMSEBeta;newKnownCardMeanDifference1;newKnownCardMeanDifference2;newKnownCardMeanIntersection;newKnownCardMean1;newKnownCardMean2;newKnownCardMeanUnion;newKnownCardMeanJaccard;newKnownCardMeanCosine;newKnownCardMeanInclusionCoefficient1;newKnownCardMeanInclusionCoefficient2;newKnownCardMeanAlpha;newKnownCardMeanBeta;newKnownCardMSEDifference1;newKnownCardMSEDifference2;newKnownCardMSEIntersection;newKnownCardMSE1;newKnownCardMSE2;newKnownCardMSEUnion;newKnownCardMSEJaccard;newKnownCardMSECosine;newKnownCardMSEInclusionCoefficient1;newKnownCardMSEInclusionCoefficient2;newKnownCardMSEAlpha;newKnownCardMSEBeta;inclExclMeanDifference1;inclExclMeanDifference2;inclExclMeanIntersection;inclExclMean1;inclExclMean2;inclExclMeanUnion;inclExclMeanJaccard;inclExclMeanCosine;inclExclMeanInclusionCoefficient1;inclExclMeanInclusionCoefficient2;inclExclMeanAlpha;inclExclMeanBeta;inclExclMSEDifference1;inclExclMSEDifference2;inclExclMSEIntersection;inclExclMSE1;inclExclMSE2;inclExclMSEUnion;inclExclMSEJaccard;inclExclMSECosine;inclExclMSEInclusionCoefficient1;inclExclMSEInclusionCoefficient2;inclExclMSEAlpha;inclExclMSEBeta;inclExclKnownCardMeanDifference1;inclExclKnownCardMeanDifference2;inclExclKnownCardMeanIntersection;inclExclKnownCardMean1;inclExclKnownCardMean2;inclExclKnownCardMeanUnion;inclExclKnownCardMeanJaccard;inclExclKnownCardMeanCosine;inclExclKnownCardMeanInclusionCoefficient1;inclExclKnownCardMeanInclusionCoefficient2;inclExclKnownCardMeanAlpha;inclExclKnownCardMeanBeta;inclExclKnownCardMSEDifference1;inclExclKnownCardMSEDifference2;inclExclKnownCardMSEIntersection;inclExclKnownCardMSE1;inclExclKnownCardMSE2;inclExclKnownCardMSEUnion;inclExclKnownCardMSEJaccard;inclExclKnownCardMSECosine;inclExclKnownCardMSEInclusionCoefficient1;inclExclKnownCardMSEInclusionCoefficient2;inclExclKnownCardMSEAlpha;inclExclKnownCardMSEBeta;collLowerBoundMeanJaccard;collUpperBoundMeanJaccard;collLowerBoundMSEJaccard;collUpperBoundMSEJaccard;
250;250;500;750;750;1000;0.5;0.66666666666666663;0.66666666666666663;0.66666666666666663;0.25;0.25;46.821205946010288;47.101159214747156;703.00264571245214;749.82385165846256;750.10380492719935;796.92501087321011;0.88215432868415855;0.93740319740299716;0.93759751089070686;0.93724240715744644;0.058744582693514333;0.059101088622326978;41302.960050237052;41189.592013588357;41254.562375006077;78.525786298859714;71.511206806296087;41307.508167792548;0.14604674443767604;0.073299778676930119;0.07343580393954767;0.073244658398246579;0.036610893421754824;0.036475776196998703;46.5874105803315;46.5874105803315;703.41258941966805;750;750;796.58741058033161;0.8830344770125883;0.9378834525595553;0.9378834525595553;0.9378834525595553;0.058482761493704349;0.058482761493704349;41377.34055392869;41377.34055392869;41377.340553928676;5.3508245874523975e-27;5.3508245874523975e-27;41377.340553928705;0.14671909424686211;0.073559716540317427;0.073559716540317427;0.073559716540317427;0.036679773561715527;0.036679773561715527;249.99556486155876;250.27551813029575;499.82828679690323;749.82385165846267;750.10380492719935;1000.0993697887586;0.49982885236460878;0.66648759544332892;0.66662610724531857;0.66637294718965323;0.2499432302452716;0.25022791739011957;58.727296453623566;56.326107687182962;49.162687806648954;78.525786298859629;71.511206806296073;135.40919530734996;6.5595170428371717e-05;5.1836630055047424e-05;6.7918626314757011e-05;6.7590537085229177e-05;3.6613223219251273e-05;3.6452859517699557e-05;250.09936978875862;250.09936978875862;499.90063021124166;750;750;1000.0993697887586;0.50005429570120252;0.66653417361498835;0.66653417361498835;0.66653417361498835;0.24997285214939877;0.24997285214939877;135.40919530734979;135.40919530734979;135.40919530734982;2.7788098702953273e-27;2.7788098702953273e-27;135.40919530734985;0.00030550236402561676;0.00024072745832417762;0.00024072745832417762;0.00024072745832417762;7.6375591006404189e-05;7.6375591006404189e-05;0.88303447748647834;0.88360466986600572;0.14671909459523644;0.14715615502365439;
272;228;500;772;728;1000;0.5;0.66695366670545919;0.64766839378238339;0.68681318681318682;0.27200000000000002;0.22800000000000001;76.040263566891454;32.004517913363316;696.01449493332746;772.05475850022003;728.01901284669225;804.05927641358255;0.86565657511307292;0.92839409470121681;0.90156629480086792;0.95605475341155999;0.094534806598511253;0.039808618288415677;38454.644797473447;38418.079581894941;38470.518843748177;77.795766453878457;67.762086969187791;38466.158277035793;0.13374840502327054;0.068364368905235923;0.064542903713741967;0.072496623375600394;0.031570240727060356;0.03542217386134415;75.836593691483856;31.836593691483944;696.16340630851596;772;728;803.83659369148404;0.86605242878253175;0.9286174729272535;0.90176607034781919;0.95626841525895168;0.094342554564211853;0.039605016653257608;38480.610908700146;38480.610908700146;38480.610908700153;6.1263064117208609e-27;6.0616829263651556e-27;38480.610908700139;0.13399723161967847;0.0684688886236334;0.064566516733167406;0.072607118155831263;0.031562839467877205;0.035493424928721116;271.74929932949777;227.71355367596979;500.30545917072197;772.05475850022003;728.01901284669225;999.76831217619008;0.50047270508737873;0.66734302699023185;0.64804743801380005;0.68723799271334063;0.27178375764642793;0.22774353726619287;65.947809020745424;53.200608499262756;53.99333403257252;77.795766453878599;67.762086969187763;129.10782490308833;7.3303421318741721e-05;5.7617531285480596e-05;7.3913139318035958e-05;7.3296185899209029e-05;4.1004608036615885e-05;3.610757855199542e-05;271.76831217618923;227.76831217618903;500.23168782381043;772;728;999.76831217619008;0.50054144000663747;0.66726271679270321;0.64796850754379631;0.6871314393184218;0.27173722111677884;0.22772133887658438;129.10782490308839;129.10782490308847;129.10782490308844;3.1794754795007001e-27;3.2957977531409697e-27;129.10782490308844;0.00029134915812709957;0.00022972268565857285;0.00021662968284901727;0.00024360702380277232;6.8626840987036754e-05;7.7173082958764927e-05;0.88312703124702008;0.88369631106700308;0.14678974692673985;0.14722621765350927;
295;205;500;795;705;1000;0.5;0.66786991641738425;0.62893081761006286;0.70921985815602839;0.29499999999999998;0.20499999999999999;115.19525594064473;25.018749560617977;679.90691480725502;795.10217074789887;704.92566436787297;820.12092030851807;0.82907989576358809;0.90818801235841906;0.85518083816060186;0.96451684651117064;0.14041111977149714;0.030508984464913597;32402.212517197517;32394.406619082441;32419.562140409904;83.057859330599143;64.633925782285843;32439.652448037261;0.10836615354182219;0.057775574325430207;0.051283012888200016;0.065178129092919951;0.023988886811872185;0.030448893741498798;114.97991587219447;24.979915872194287;680.02008412780651;795;705;819.97991587219303;0.82931420325470984;0.90832991349715908;0.85537117500352955;0.96456749521674578;0.14022232447028621;0.030463472275003598;32407.636993450393;32407.636993450396;32407.636993450422;5.635167923017501e-27;5.6997914083732064e-27;32407.636993450385;0.1084498668980708;0.057821735123690425;0.051275878317234957;0.065203233224587154;0.02395657559778392;0.03046356761166821;294.8686231818927;204.69211680186629;500.23354756600679;795.10217074789887;704.92566436787297;999.79428754976573;0.50038849235954985;0.6681895642995328;0.6291752145108972;0.70964969413361889;0.29489912178769528;0.20471238585275484;71.464303812147136;49.673717817233289;53.082049403917289;83.057859330599229;64.633925782285871;130.6514243926772;7.265530953877844e-05;5.6988526799264297e-05;7.1691753183656558e-05;7.510524561442411e-05;4.2347134408774583e-05;3.5246578156271157e-05;294.79428754976539;204.79428754976567;500.20571245023433;795;705;999.79428754976584;0.50050469764763039;0.66814469473127225;0.6291895754090997;0.70951164886558094;0.29476279210561318;0.20473251024675546;130.65142439267723;130.65142439267711;130.65142439267709;3.1407013882872769e-27;3.0502285087892894e-27;130.65142439267711;0.00029453529620143286;0.00023310838912115109;0.0002067187601640394;0.00026286690688129771;6.5062846930896557e-05;8.2734964702982507e-05;0.8831153943953689;0.88368478744378176;0.14678082755737959;0.14721737192854553;
316;184;500;816;684;1000;0.5;0.66926308979503701;0.61274509803921573;0.73099415204678364;0.316;0.184;153.12159238741881;21.095067824411707;663.03826737766849;816.15985976508807;684.13333520207891;837.25492758949849;0.79196920999766873;0.88733895036505972;0.81244646809165211;0.9691706320677248;0.18283387232532722;0.02519691767700475;26606.440307333854;26538.647908547042;26634.82885203671;87.346271040951677;61.548216289186193;26575.171194392227;0.085321649368525126;0.047581778464725437;0.039969810968232239;0.056728928453366821;0.017820201942635745;0.025219311407394231;153.07207290070076;21.072072900700501;662.9279270993004;816;684;837.07207290069903;0.79196123598653789;0.88734638560379231;0.81241167536678993;0.96919287587616909;0.18286567639013832;0.025173087623323528;26545.839342212992;26545.839342212977;26545.839342212977;6.4364991414282466e-27;6.2684780795034127e-27;26545.839342212992;0.085242875691434364;0.047560915000811568;0.039867237574209617;0.056739337193950488;0.017725062599774122;0.025226435660620359;315.95773966427316;183.93121510126605;500.20212010081411;816.15985976508819;684.13333520207891;1000.0910748663528;0.50020499270583196;0.66941822516598459;0.61290387187159256;0.73117040083339202;0.31589981155721286;0.18389519573695443;71.980837643899065;43.478104576062464;50.194713307600182;87.346271040951791;61.548216289186129;130.17605946040175;6.6186239553047191e-05;5.1695192722194071e-05;6.4357715632948917e-05;7.0910905390192869e-05;4.0609491416361126e-05;3.2046003133328284e-05;316.09107486635349;184.09107486635318;499.90892513364651;816;684;1000.0910748663523;0.50005882904408716;0.66914118370212006;0.61263348668339113;0.73086100165737944;0.31597317395589553;0.18396799700001656;130.1760594604016;130.17605946040158;130.17605946040166;2.7658851732241862e-27;2.6754122937261988e-27;130.17605946040172;0.0002935419063234304;0.00023323024069129436;0.00019550181940299649;0.00027823958538610504;6.1037929833268818e-05;8.6869617589730669e-05;0.88305297270516381;0.88362296734186918;0.14673284398618622;0.1471697819222775;
337;163;500;837;663;1000;0.5;0.67119777961612348;0.59737156511350065;0.75414781297134237;0.33700000000000002;0.16300000000000001;191.88974739913152;17.942614145400459;645.14866786793152;837.03841526706219;663.09128201333169;854.98102941246361;0.75462804689128393;0.86598341203078877;0.77080870822351921;0.97294496530128338;0.2243852990484845;0.020986654060231896;21137.670140982656;21042.088358386201;21119.527235167647;93.696277194287461;57.587724477948711;21126.801861531691;0.064908481675074056;0.037966343944645188;0.03016253161368029;0.04787289102164892;0.012762562232531234;0.020168368072087522;191.93103562611623;17.931035626116557;645.06896437388298;837;663;854.93103562611691;0.75452817065312328;0.86593771317404589;0.77069171370834222;0.97295469739650686;0.22449854857132009;0.020973280775557442;21045.289910492447;21045.289910492451;21045.289910492458;6.7854659623490554e-27;5.7773395908000528e-27;21045.289910492447;0.064785792387724903;0.037924156175258662;0.030040281414810608;0.047877102139806164;0.012656811544035501;0.020171963461011532;336.80602241722744;162.85888916349586;500.23239284983589;837.03841526706219;663.09128201333158;999.89730443055907;0.50033548131129779;0.67146511922171837;0.597655965813913;0.75441689698571213;0.33680775703715315;0.16285676165154916;78.956267296904429;39.736695125079237;49.435046854364657;93.696277194287291;57.587724477948633;135.8285128981739;6.7292099382257258e-05;5.2193541856231745e-05;6.3701483130534513e-05;7.1631101776229079e-05;4.1530207922818642e-05;3.0065682150904527e-05;336.89730443055851;162.89730443055879;500.10269556944115;837;663;999.89730443055907;0.50035825761126118;0.67133563769249416;0.59749425993959693;0.7543027082495346;0.33684165013582273;0.16280009225291622;135.82851289817401;135.82851289817401;135.82851289817413;3.8515597272000349e-27;2.6624875966550577e-27;135.82851289817384;0.00030716108665481773;0.00024476648970443845;0.00019388313342179594;0.00030900384899338641;6.0008218533231738e-05;9.5638904585190561e-05;0.8830492811505114;0.88361932268057553;0.14673027787214712;0.1471672425568194;
356;144;500;856;644;1000;0.5;0.6734264783084245;0.58411214953271029;0.77639751552795033;0.35599999999999998;0.14399999999999999;227.46306417095994;15.442525749106016;628.67031103647412;856.13337520743539;644.11283678558061;871.57590095654052;0.72135445986259283;0.84660453317286244;0.73436964533929416;0.97602849222362031;0.26092692672181639;0.017718613415591007;16606.691520780842;16527.363665578316;16605.80566462782;100.43779171287892;54.849982743454881;16595.433706375199;0.049067371380704723;0.030015277470953828;0.022653934571965347;0.039853109321095752;0.0091144968794398921;0.015947418149752025;227.43472312847436;15.434723128474555;628.5652768715255;856;644;871.43472312847427;0.72129985885967018;0.84658500158110295;0.7343052299900994;0.97603303862038149;0.26098859392958179;0.017711547210748167;16529.266263747952;16529.266263747952;16529.266263747955;6.6303695974953626e-27;5.6610173171597832e-27;16529.266263747944;0.048974547992004909;0.029984302010920168;0.022558283288589522;0.039854910747434399;0.0090273369493387261;0.015949073065542087;355.96851993948661;143.9479815176324;500.16485526794742;856.13337520743539;644.11283678558095;1000.0813567250671;0.50017455869588057;0.67355394300937688;0.58424875880928184;0.77653850756398546;0.35590571947209798;0.14391972183202131;82.969343591614248;35.632859807666101;48.567368023985217;100.43779171287898;54.849982743454994;137.21902001911775;6.4761347904027729e-05;4.980966155684185e-05;6.0524463292358286e-05;7.0046719582744302e-05;4.1592152218375631e-05;2.8141002864400927e-05;356.08135672506614;144.08135672506691;499.91864327493386;856;644;1000.0813567250669;0.50008412741027852;0.67331690276272793;0.58401710662959505;0.77627118520952343;0.3559638812985203;0.14395199129120098;137.21902001911778;137.21902001911775;137.21902001911775;5.0664812518872947e-27;2.5849394142282116e-27;137.21902001911781;0.00030987428922699876;0.00024891707062154933;0.00018726938490686614;0.00033085871498764944;5.7118232540821408e-05;0.00010091379875157045;0.88299611902619157;0.88356667499470309;0.14668946227055282;0.14712676270206945;
374;126;500;874;626;1000;0.5;0.6759695320035104;0.57208237986270027;0.79872204472843455;0.374;0.126;261.12155509184964;13.24575310669794;613.00425991120392;874.12581500305407;626.25001301790144;887.37156810975216;0.69086130855443584;0.82853798860568495;0.70133303402413949;0.97885159658915388;0.29421098261429407;0.014927708831270901;12831.224689594539;12713.772797408103;12816.382516409583;105.35665179463105;50.31309258805036;12792.257627445868;0.036494457583383239;0.02330158844823561;0.016777479555483046;0.032447137221067922;0.0064373674598505112;0.012337367139843604;261.23752519775832;13.237525197757853;612.7624748022422;874;626;887.23752519775712;0.6906412524177975;0.82841752664276924;0.70110122975084943;0.97885379361380687;0.29443905065763953;0.014919696924563941;12715.56505204801;12715.565052048009;12715.56505204801;6.2297039882899895e-27;6.2555533824322716e-27;12715.565052048018;0.036344774664925743;0.023240737112698463;0.016646111478889301;0.032447930090253117;0.0063300644073744257;0.012339067151975486;374.02963445838606;126.15383247323469;500.09618054466813;874.12581500305407;626.25001301790144;1000.2796474762893;0.50000417394964514;0.67593078928407202;0.57214464516041663;0.79857355044379774;0.3738902617024476;0.12610556434790768;86.252775743154345;31.883085949864014;48.666654031682228;105.35665179463095;50.313092588050381;133.11186451412047;6.3350984072742315e-05;4.8312303495963198e-05;5.8268445566835745e-05;6.9316264126559693e-05;4.1777288661439549e-05;2.6490385251635008e-05;374.27964747628835;126.27964747628826;499.72035252371154;874;626;1000.2796474762893;0.4997802161694937;0.67559146565616501;0.57176241707518505;0.7982753235203065;0.37409172311859756;0.12612806071190846;133.11186451412041;133.11186451412041;133.11186451412036;5.7385654995866296e-27;2.7917345673664684e-27;133.11186451412047;0.00029967478747775769;0.0002432937771220425;0.00017425847194324796;0.00033967853227582243;5.2193492007837154e-05;0.00010173972353749333;0.88295644806596596;0.88352739016724091;0.14665905849667199;0.14709661017638703;
390;110;500;890;610;1000;0.5;0.67859410645749296;0.5617977528089888;0.81967213114754101;0.39000000000000001;0.11;291.04463681360915;11.368951827908232;598.8226738655743;889.86731067918367;610.19162569348157;901.23626250708992;0.66449680496689234;0.81266660185415029;0.67298849133149174;0.98137061776878043;0.3228880158888966;0.012615179144209608;9883.0328754544771;9728.2971984160886;9810.029463030849;110.75301397229444;47.477612221354903;9867.0930995099316;0.027120036227830623;0.017998650863500408;0.012428141794356468;0.026146841652164403;0.0045683555095880806;0.0094840530753040435;291.36368183152865;11.363681831528719;598.63631816847226;890;610;901.36368183152911;0.66414549119433497;0.81246215484107587;0.67262507659378767;0.98137101339093991;0.3232475002476381;0.012607008558028611;9729.2895525048425;9729.2895525048461;9729.2895525048461;5.4154480728081028e-27;4.3556229129745366e-27;9729.2895525048389;0.026944309223100944;0.017920960678771098;0.012282905633764439;0.026146975416567648;0.0044559899830737262;0.0094855943713858942;389.74624675825459;110.07056177255298;500.12106392092846;889.86731067918379;610.19162569348157;999.9378724517353;0.50020100893809638;0.67871867426316512;0.56205323355924075;0.8196303282730617;0.38973437830832525;0.1100646127535785;89.305655425418763;28.96028749404028;46.480782585571212;110.75301397229451;47.47761222135491;137.57764900410413;6.1142268674112491e-05;4.6232886336010392e-05;5.4838933458346067e-05;6.753936514428012e-05;4.0412633125021226e-05;2.4532761296324075e-05;389.93787245173621;109.93787245173587;500.0621275482639;890;610;999.93787245173519;0.50029971445056221;0.67867842523369437;0.56186755904299346;0.81977397958731923;0.38987811612343709;0.10982216942599933;137.57764900410402;137.57764900410413;137.57764900410407;5.1698788284564233e-27;2.8692827497933148e-27;137.57764900410399;0.00031014366496822607;0.00025341250507294918;0.00017368722257808845;0.0003697329992047947;5.1290870104300986e-05;0.00010918435423170331;0.88300617719743357;0.88357664338027742;0.14669736558576929;0.1471346047538927;
405;95;500;905;595;1000;0.5;0.68137662671464483;0.5524861878453039;0.84033613445378152;0.40500000000000003;0.095000000000000001;319.38651974287097;9.6830261116998848;585.51353613298522;904.90005587585745;595.19656224468406;914.58308198755708;0.64024544849183207;0.79784041592152688;0.64709819189517925;0.98373340774197271;0.34916685173987083;0.010587699768298065;7421.1626616578224;7279.1519133678539;7355.0478553200683;114.39736266439014;45.262015674426124;7412.1744603678408;0.019724561731991372;0.013585813579074145;0.0090102401325858027;0.020563147195565123;0.0031759536447939943;0.007125626354845465;319.67888075409422;9.6788807540941377;585.32111924590652;905;595;914.67888075409269;0.63992005333126556;0.79764825955323027;0.64676366767503246;0.98373297352253064;0.34949837884526447;0.010581567823469964;7279.8266295204039;7279.8266295204048;7279.8266295204003;6.9405623272027483e-27;4.4460957924725234e-27;7279.8266295204012;0.019578049698741083;0.013519340042751115;0.0088884058844606699;0.020563029812923975;0.0030804973531541441;0.0071266276242272827;404.79153340075572;95.088039769584029;500.10852247510098;904.90005587585756;595.19656224468395;999.98809564544047;0.50016211538201272;0.68146494595886709;0.55270315869488085;0.84025410796394062;0.40475952998611914;0.095078354631867548;92.609649281097276;24.178972325955996;45.601198690934403;114.39736266439012;45.262015674426159;138.09516357834468;5.8856279037933805e-05;4.363783839415668e-05;5.3052230675246706e-05;6.0861090145284662e-05;4.0289214457329357e-05;2.0886903883116151e-05;404.98809564544058;94.988095645440751;500.01190435455936;905;595;999.98809564544035;0.50022510131675357;0.68139284941255218;0.55249934182824167;0.84035614177237006;0.40491070981102134;0.094864188872225252;138.0951635783446;138.09516357834462;138.0951635783446;5.6997914083732064e-27;2.7788098702953273e-27;138.09516357834465;0.00031114845675653621;0.00025645603524461627;0.00016860921654204055;0.0003900717846997941;4.8957481068103382e-05;0.00011326149546445423;0.88297946391590265;0.88355018862081092;0.14667685683376908;0.14711426467877933;
418;82;500;918;582;1000;0.5;0.68404893552479462;0.54466230936819171;0.85910652920962194;0.41799999999999998;0.082000000000000003;343.81619473211816;8.2645610038147836;573.97110884834171;917.78730358046062;582.23566985215746;926.05186458427477;0.61985046107477793;0.78519752432318501;0.62543341369281968;0.9858070868011608;0.37122476925706593;0.0089247696681565743;5595.0148209825675;5437.0515277701488;5512.3821157973225;116.61379473559323;42.887378925050655;5586.423117135243;0.014415756032165735;0.010252035549861406;0.0065778615404185805;0.016053363029938462;0.002241694094833005;0.0053401421845514635;344.26098152723085;8.2609815272316247;573.73901847276886;918;582;926.2609815272325;0.61941421473631819;0.78493112971067736;0.62498803755203658;0.98580587366454864;0.37166728468230764;0.0089185005813733256;5437.5572561816107;5437.5572561816089;5437.5572561816098;7.5092489983329539e-27;4.4848698836859466e-27;5437.557256181607;0.014260104441058305;0.010177431245613908;0.0064523583714022822;0.01605306165545288;0.0021467731629746718;0.0053410365577717459;417.73620668267858;82.184572954375497;500.0510968977818;917.78730358046062;582.23566985215746;999.9718765348357;0.50011035042439389;0.6840739078806557;0.54487914837170159;0.85885735917519013;0.41771182227485637;0.082177827300749184;92.743590382345971;20.885815046212411;44.249659419926019;116.61379473559326;42.887378925050633;136.11863018850428;5.5554001571506004e-05;4.0550821193082992e-05;4.9756364753031472e-05;5.6085738877372734e-05;3.8941984888546097e-05;1.8499196974750747e-05;417.97187653483553;81.971876534835701;500.02812346516447;918;582;999.9718765348357;0.50024644095312254;0.68408741117761274;0.54469294495115883;0.85915485131471614;0.41790438091018844;0.081849178136689349;136.11863018850426;136.11863018850428;136.11863018850428;5.9453606527248867e-27;2.8951321439355969e-27;136.11863018850431;0.0003066210447788669;0.00025477212187802602;0.00016152219491613425;0.00040185705821997966;4.6159958565189656e-05;0.00011484307259565584;0.8829585685223198;0.88352949460906016;0.14666079460420406;0.14709833419564253;
430;70;500;930;570;1000;0.5;0.68673803619194096;0.5376344086021505;0.8771929824561403;0.42999999999999999;0.070000000000000007;366.68184847464835;6.9765332195230743;563.21247869332092;929.89432716796887;570.18901191284317;936.87086038749283;0.60120870152837413;0.77349110870601101;0.60572030077971251;0.98776588907701524;0.39134444699072674;0.0074468514808990324;4104.436845967477;3972.0698913379815;4035.6483289207958;119.99062491016609;41.66001319055367;4106.5752245965523;0.01029319574939272;0.0075470296038632825;0.0046874778271716174;0.012226661584606904;0.0015459870946579752;0.0039130202376525241;366.97396778639819;6.973967786398382;563.02603221360187;930;570;936.97396778639722;0.60089844276594451;0.77330278337461766;0.60540433571354879;0.98776496879579234;0.3916585917489418;0.0074429654851146353;3972.3778499463242;3972.3778499463201;3972.3778499463224;6.9793364184161715e-27;4.5365686719705109e-27;3972.3778499463224;0.010180779303475112;0.0074936386529830682;0.004592875303441245;0.012226463065393439;0.0014701045314218088;0.0039134915642558442;429.8049888200747;70.099673564950663;500.08933834789337;929.89432716796887;570.18901191284317;999.99400073291963;0.50013591615630792;0.68679914631125316;0.53782635226192799;0.87706730494000562;0.42977126052853626;0.070092823315156663;95.288092939675408;18.273722553998294;44.158609736085921;119.99062491016625;41.660013190553641;135.12002196947518;5.4089942294500467e-05;3.8674491731673937e-05;4.8507731902203321e-05;5.2271356841168954e-05;3.9215273112262423e-05;1.6623308133380116e-05;429.99400073291946;69.994000732919218;500.0059992670806;930;570;999.99400073291963;0.50021173693367715;0.68674627604172833;0.53764085942696782;0.87720350748610576;0.4299195399652026;0.069868723101120217;135.1200219694752;135.1200219694752;135.12002196947515;5.3378998903812564e-27;2.6366382025127755e-27;135.12002196947515;0.00030431249786256882;0.00025489534421708191;0.00015622617871369543;0.0004158818774068175;4.394272469135494e-05;0.0001169777241783713;0.88294322771394707;0.88351430176182566;0.14664900486315807;0.1470866412094208;
440;60;500;940;560;1000;0.5;0.68914730802496416;0.53191489361702127;0.8928571428571429;0.44;0.059999999999999998;385.55396713340195;5.9317203974625512;554.28168384866206;939.83565098206407;560.21340424612367;945.76737137952773;0.58610753684755024;0.76389960486410302;0.58980745398789269;0.98941305589372974;0.40762058006379404;0.0062718830886575863;3058.7955354736641;2923.4672633256173;2986.6898936762109;121.15149955503037;41.89479271681023;3063.7076621344563;0.0074617450679833356;0.0056081572954736472;0.0034001978600245448;0.0093232828651817964;0.0010970656786918769;0.0028868045653495434;385.92933212675308;5.9293321267527794;554.07066787324686;940;560;945.92933212675382;0.58574227113513877;0.76367261844088496;0.58943688071621991;0.98941190691651293;0.40798955210954863;0.0062681767553128724;2923.7131495323988;2923.7131495323965;2923.7131495323947;7.34122793640812e-27;5.0664812518872947e-27;2923.7131495323988;0.0073519507522924422;0.0055541663175007463;0.0033088650402132167;0.0093230648900905263;0.001024698558186181;0.0028871927487669371;439.76410126253347;60.14185452659396;500.07154971953003;939.83565098206407;560.21340424612367;999.97750550865612;0.50012604536387295;0.68919071049762692;0.53211980437294715;0.89265724107954825;0.43973879495318319;0.060135159682943841;95.601704507308767;15.125744242040916;40.114337186840615;121.15149955503041;41.894792716810258;138.74786857388523;4.8817333707445951e-05;3.389323143999796e-05;4.4853550325131588e-05;4.3990988850499887e-05;3.7931986578986285e-05;1.3668015670587298e-05;439.97750550865823;59.977505508657451;500.02249449134183;940;560;999.97750550865624;0.50024195438763364;0.68917831206127189;0.5319388239269609;0.89289731159168306;0.43990967036194945;0.059848375250416183;138.74786857388526;138.7478685738852;138.74786857388509;5.5834691347329367e-27;2.5849394142282116e-27;138.74786857388526;0.00031257249466248269;0.00026357877768595219;0.00015702565479163122;0.00044243580540141936;4.3565659700513218e-05;0.00012275069168167553;0.88293000175331182;0.88350120225006523;0.14663881367552861;0.14707653310391355;
